1,20,FALSE,TRUE
2,,FALSE,FALSE
3,,FALSE,FALSE
4,,FALSE,FALSE
5,,FALSE,FALSE
6,,FALSE,FALSE
7,,FALSE,FALSE
8,,FALSE,FALSE
9,,FALSE,FALSE
10,3,TRUE,FALSE
11,,FALSE,FALSE
12,,FALSE,FALSE
13,,FALSE,FALSE
14,,FALSE,FALSE
15,25,FALSE,TRUE
16,,FALSE,FALSE
17,,FALSE,FALSE
18,,FALSE,FALSE
19,,FALSE,FALSE
20,,FALSE,FALSE
21,,FALSE,FALSE
22,,FALSE,FALSE
23,,FALSE,FALSE
24,,FALSE,FALSE
25,5,TRUE,FALSE
26,,FALSE,FALSE
27,,FALSE,FALSE
28,,FALSE,FALSE
29,,FALSE,FALSE
30,,FALSE,FALSE
31,27,TRUE,FALSE
32,,FALSE,FALSE
33,,FALSE,FALSE
34,,FALSE,FALSE
35,,FALSE,FALSE
36,45,FALSE,TRUE
37,,FALSE,FALSE
38,,FALSE,FALSE
39,,FALSE,FALSE
40,,FALSE,FALSE
41,,FALSE,FALSE
42,,FALSE,FALSE
43,,FALSE,FALSE
44,,FALSE,FALSE
45,,FALSE,FALSE
46,,FALSE,FALSE
47,,FALSE,FALSE
48,45,TRUE,FALSE
49,,FALSE,FALSE
50,,FALSE,FALSE
51,,FALSE,FALSE
52,,FALSE,FALSE
53,,FALSE,FALSE
54,,FALSE,FALSE
55,,FALSE,FALSE
56,,FALSE,FALSE
57,,FALSE,FALSE
58,,FALSE,FALSE
59,,FALSE,FALSE
60,,FALSE,FALSE
61,,FALSE,FALSE
62,15,TRUE,FALSE
63,,FALSE,FALSE
64,,FALSE,FALSE
65,,FALSE,FALSE
66,,FALSE,FALSE
67,,FALSE,FALSE
68,,FALSE,FALSE
69,79,FALSE,TRUE
70,,FALSE,FALSE
71,,FALSE,FALSE
72,,FALSE,FALSE
73,,FALSE,FALSE
74,,FALSE,FALSE
75,,FALSE,FALSE
76,,FALSE,FALSE
77,,FALSE,FALSE
78,,FALSE,FALSE
79,,FALSE,FALSE
80,85,FALSE,TRUE
81,,FALSE,FALSE
82,,FALSE,FALSE
83,,FALSE,FALSE
84,,FALSE,FALSE
85,,FALSE,FALSE
86,,FALSE,FALSE
87,,FALSE,FALSE
88,,FALSE,FALSE
89,60,TRUE,FALSE
90,,FALSE,FALSE
91,,FALSE,FALSE
92,,FALSE,FALSE
93,,FALSE,FALSE
94,,FALSE,FALSE
95,10,TRUE,FALSE
96,,FALSE,FALSE
97,,FALSE,FALSE
98,,FALSE,FALSE
99,,FALSE,FALSE
100,,FALSE,FALSE
